City,State,station_count,total_ports,city_state
New York Mills,NY,1,4,"New York Mills, NY"
New Windsor,MD,1,2,"New Windsor, MD"
New Cumberland,PA,1,1,"New Cumberland, PA"
New Holland,OH,1,4,"New Holland, OH"
New Hill,NC,1,6,"New Hill, NC"
New Haven,VT,1,2,"New Haven, VT"
New Haven,IN,1,1,"New Haven, IN"
New Hampton,NH,1,1,"New Hampton, NH"
New Era,MI,1,1,"New Era, MI"
New Concord,OH,1,2,"New Concord, OH"
New Washington,OH,1,2,"New Washington, OH"
New Britain,PA,1,8,"New Britain, PA"
New Boston,TX,1,16,"New Boston, TX"
Neversink,NY,1,4,"Neversink, NY"
Nevada City,CA,1,4,"Nevada City, CA"
Netcong,NJ,1,2,"Netcong, NJ"
Netarts,OR,1,2,"Netarts, OR"
New Holland,PA,1,2,"New Holland, PA"
New Hope,PA,1,2,"New Hope, PA"
New Jersey,NJ,1,8,"New Jersey, NJ"
New Johnsonville,TN,1,2,"New Johnsonville, TN"
New Kent,VA,1,1,"New Kent, VA"
New Lebanon,NY,1,2,"New Lebanon, NY"
New Lexington,OH,1,2,"New Lexington, OH"
New London,OH,1,2,"New London, OH"
New Market,MD,1,2,"New Market, MD"
New Martinsville,WV,1,2,"New Martinsville, WV"
New Milford,PA,1,4,"New Milford, PA"
New Palz,NY,1,4,"New Palz, NY"
New Plymouth,OH,1,2,"New Plymouth, OH"
New Port Ritchie,FL,1,2,"New Port Ritchie, FL"
New River,AZ,1,10,"New River, AZ"
New Roads,LA,1,6,"New Roads, LA"
New Ulm,TX,1,2,"New Ulm, TX"
North Chelmsford,MA,1,6,"North Chelmsford, MA"
North Clarendon,VT,1,2,"North Clarendon, VT"
Neptune City,NJ,1,2,"Neptune City, NJ"
O Fallon,MO,1,1,"O Fallon, MO"
Oak Park,CA,1,14,"Oak Park, CA"
Oak Grove,AL,1,2,"Oak Grove, AL"
Oak Glen,CA,1,1,"Oak Glen, CA"
Oak Bluffs,MA,1,2,"Oak Bluffs, MA"
Oacoma,SD,1,8,"Oacoma, SD"
O'neals,CA,1,2,"O'neals, CA"
Nucla,CO,1,2,"Nucla, CO"
Oakdale,NY,1,8,"Oakdale, NY"
"Norwood, Ohio 45212",OH,1,2,"Norwood, Ohio 45212, OH"
Norwood,OH,1,2,"Norwood, OH"
Norwood,NJ,1,4,"Norwood, NJ"
Norwich,OH,1,1,"Norwich, OH"
Norwich,NY,1,8,"Norwich, NY"
Norway,MI,1,1,"Norway, MI"
Oak View,CA,1,1,"Oak View, CA"
Oakdale,PA,1,1,"Oakdale, PA"
North Collins,NY,1,2,"North Collins, NY"
Ocean View,DE,1,4,"Ocean View, DE"
Oelwein,IA,1,2,"Oelwein, IA"
Ocqueoc,MI,1,2,"Ocqueoc, MI"
Oconto,WI,1,1,"Oconto, WI"
Oceanside,OR,1,3,"Oceanside, OR"
Oceanside,NY,1,2,"Oceanside, NY"
Ocean View,NJ,1,12,"Ocean View, NJ"
Ocean Ridge,FL,1,2,"Ocean Ridge, FL"
Oakfield,NY,1,2,"Oakfield, NY"
Ocean Isle Beach,NC,1,1,"Ocean Isle Beach, NC"
Occidental,CA,1,2,"Occidental, CA"
Obetz,OH,1,8,"Obetz, OH"
Oakwood,IL,1,4,"Oakwood, IL"
Oakland,ME,1,2,"Oakland, ME"
Oakhurst,NJ,1,2,"Oakhurst, NJ"
Nortonville,KY,1,8,"Nortonville, KY"
Northwood,OH,1,2,"Northwood, OH"
Northport,AL,1,2,"Northport, AL"
North Jackson,OH,1,3,"North Jackson, OH"
North Newton,KS,1,2,"North Newton, KS"
North New Hyde Park,NY,1,20,"North New Hyde Park, NY"
North Merrick,NY,1,2,"North Merrick, NY"
North Manchester,IN,1,2,"North Manchester, IN"
North Logan,UT,1,2,"North Logan, UT"
North Kingsville,OH,1,1,"North Kingsville, OH"
North Hills,NY,1,12,"North Hills, NY"
North Wildwood,NJ,1,2,"North Wildwood, NJ"
North Hills,CA,1,1,"North Hills, CA"
North Highland,CA,1,3,"North Highland, CA"
North Hero,VT,1,2,"North Hero, VT"
North Hampton,NH,1,2,"North Hampton, NH"
North Fort Myers,FL,1,10,"North Fort Myers, FL"
North Dighton,MA,1,1,"North Dighton, MA"
North Ogden,UT,1,2,"North Ogden, UT"
North Palm Beach,FL,1,2,"North Palm Beach, FL"
North Pekin,IL,1,2,"North Pekin, IL"
North Redington Beach,FL,1,6,"North Redington Beach, FL"
North Richlands Hills,TX,1,2,"North Richlands Hills, TX"
North Ridge,CA,1,1,"North Ridge, CA"
North Riverside,IL,1,6,"North Riverside, IL"
North Royalton,OH,1,2,"North Royalton, OH"
North San Juan,CA,1,2,"North San Juan, CA"
North Sioux City,SD,1,2,"North Sioux City, SD"
North Smithfield,RI,1,2,"North Smithfield, RI"
North St Paul,MN,1,2,"North St Paul, MN"
North Stamford,CT,1,8,"North Stamford, CT"
North Stratford,NH,1,1,"North Stratford, NH"
North Syracuse,NY,1,2,"North Syracuse, NY"
North Truro,MA,1,2,"North Truro, MA"
North Venice,FL,1,1,"North Venice, FL"
Nesconset,NY,1,2,"Nesconset, NY"
Nenana,AK,1,8,"Nenana, AK"
Oglesby,IL,1,4,"Oglesby, IL"
Moonachie,NJ,1,2,"Moonachie, NJ"
Moravia,IA,1,3,"Moravia, IA"
Moran,WY,1,1,"Moran, WY"
Mora,NM,1,1,"Mora, NM"
Moosup,CT,1,2,"Moosup, CT"
Mooresville,IN,1,2,"Mooresville, IN"
Moorestown,NJ,1,6,"Moorestown, NJ"
Moon,PA,1,2,"Moon, PA"
Morongo Valley,CA,1,2,"Morongo Valley, CA"
Moody,AL,1,4,"Moody, AL"
Montville,NJ,1,3,"Montville, NJ"
Montreat,NC,1,1,"Montreat, NC"
Montoursville,PA,1,4,"Montoursville, PA"
Monticello,WI,1,1,"Monticello, WI"
Monticello,KY,1,2,"Monticello, KY"
Morgantown,PA,1,8,"Morgantown, PA"
Morral,OH,1,2,"Morral, OH"
Mount Orab,OH,1,2,"Mount Orab, OH"
Moundsville,WV,1,1,"Moundsville, WV"
Mount Olive,NC,1,2,"Mount Olive, NC"
Mount Lebanon,PA,1,2,"Mount Lebanon, PA"
Mount Laurel,NJ,1,6,"Mount Laurel, NJ"
Mount Juliet,TN,1,12,"Mount Juliet, TN"
Mount Holly,NJ,1,2,"Mount Holly, NJ"
Moundville,AL,1,6,"Moundville, AL"
Moss Beach,CA,1,1,"Moss Beach, CA"
Morris,IL,1,4,"Morris, IL"
Moscow,ID,1,3,"Moscow, ID"
Morro City,CA,1,4,"Morro City, CA"
Morrisville,VT,1,2,"Morrisville, VT"
Morristown,VT,1,2,"Morristown, VT"
Morrison,TN,1,1,"Morrison, TN"
Morrison,IL,1,1,"Morrison, IL"
Monticello,IN,1,2,"Monticello, IN"
Monticello,FL,1,2,"Monticello, FL"
Montgomery,WV,1,2,"Montgomery, WV"
Modena,NY,1,5,"Modena, NY"
Monett,MO,1,4,"Monett, MO"
Moncure,NC,1,1,"Moncure, NC"
Monarch,CO,1,2,"Monarch, CO"
Monahans,TX,1,2,"Monahans, TX"
Moffett Field,CA,1,8,"Moffett Field, CA"
Moffat,CO,1,4,"Moffat, CO"
Moapa,NV,1,12,"Moapa, NV"
Montgomery,PA,1,12,"Montgomery, PA"
Mitchell,IN,1,3,"Mitchell, IN"
Miranda,CA,1,4,"Miranda, CA"
Mira Loma,CA,1,2,"Mira Loma, CA"
Minocqua,WI,1,8,"Minocqua, WI"
Minetto,NY,1,2,"Minetto, NY"
Mineral Wells,WV,1,4,"Mineral Wells, WV"
Monkey Island,OK,1,4,"Monkey Island, OK"
Monkton,MD,1,4,"Monkton, MD"
Monmouth,IL,1,1,"Monmouth, IL"
Monmouth,OR,1,2,"Monmouth, OR"
Monmouth Junction,NJ,1,12,"Monmouth Junction, NJ"
Monon,IN,1,1,"Monon, IN"
Monroe,NJ,1,1,"Monroe, NJ"
Monroe,WI,1,2,"Monroe, WI"
Monroe Charter Township,MI,1,2,"Monroe Charter Township, MI"
Monroeville,AL,1,2,"Monroeville, AL"
Monrovia,MD,1,4,"Monrovia, MD"
Monson,ME,1,2,"Monson, ME"
Mont Belvieu,TX,1,4,"Mont Belvieu, TX"
Monterey,TN,1,2,"Monterey, TN"
Montesano,WA,1,1,"Montesano, WA"
Montevideo,MN,1,3,"Montevideo, MN"
Montgomery,IL,1,2,"Montgomery, IL"
Mount Olive,NJ,1,1,"Mount Olive, NJ"
Mount Pleasant,TX,1,6,"Mount Pleasant, TX"
Nelson,MO,1,2,"Nelson, MO"
N Memphis,TN,1,10,"N Memphis, TN"
N/a,MN,1,9,"N/a, MN"
N/a,KY,1,2,"N/a, KY"
N. Charleston,SC,1,6,"N. Charleston, SC"
"N, Largo",FL,1,8,"N, Largo, FL"
N Topsail Beach,NC,1,2,"N Topsail Beach, NC"
N Olmsted,OH,1,4,"N Olmsted, OH"
N Haven,CT,1,4,"N Haven, CT"
N/a,NY,1,10,"N/a, NY"
Muskego,WI,1,10,"Muskego, WI"
Muscle Shoals,AL,1,8,"Muscle Shoals, AL"
Murrysville,PA,1,4,"Murrysville, PA"
Murdo,SD,1,4,"Murdo, SD"
Munroe Falls,OH,1,2,"Munroe Falls, OH"
Munising,MI,1,2,"Munising, MI"
N/a,MO,1,2,"N/a, MO"
Naalehu,HI,1,2,"Naalehu, HI"
Mount Pleasant,UT,1,2,"Mount Pleasant, UT"
Nassawadox,VA,1,2,"Nassawadox, VA"
Neillsville,WI,1,2,"Neillsville, WI"
Needville,TX,1,2,"Needville, TX"
Nazareth,PA,1,10,"Nazareth, PA"
Naugatuck,CT,1,2,"Naugatuck, CT"
Naubinway,MI,1,1,"Naubinway, MI"
Nathrop,CO,1,2,"Nathrop, CO"
Nashville,NC,1,2,"Nashville, NC"
Naches,WA,1,2,"Naches, WA"
Nashville,IL,1,2,"Nashville, IL"
Nash,TX,1,20,"Nash, TX"
Narvon,PA,1,2,"Narvon, PA"
Naples,NY,1,2,"Naples, NY"
Naples,ME,1,1,"Naples, ME"
Napa Valley,CA,1,5,"Napa Valley, CA"
Mundelein,IL,1,2,"Mundelein, IL"
Mullica Hill,NJ,1,6,"Mullica Hill, NJ"
Mukilteo,WA,1,1,"Mukilteo, WA"
Mountainville,NY,1,4,"Mountainville, NY"
Mt Pleasant,WI,1,2,"Mt Pleasant, WI"
Mt Morris,NY,1,2,"Mt Morris, NY"
Mt Juliet,TN,1,4,"Mt Juliet, TN"
Mt Desert,ME,1,2,"Mt Desert, ME"
Moville,IA,1,4,"Moville, IA"
Mountjoy,PA,1,1,"Mountjoy, PA"
Mountainside,NJ,1,2,"Mountainside, NJ"
Mt. Tremper,NY,1,8,"Mt. Tremper, NY"
Mountain View,AR,1,1,"Mountain View, AR"
Mountain House,CA,1,12,"Mountain House, CA"
Mount Wolf,PA,1,1,"Mount Wolf, PA"
Mount Vernon,MO,1,4,"Mount Vernon, MO"
Mount Sterling,KY,1,4,"Mount Sterling, KY"
Mount St. Francis,IN,1,2,"Mount St. Francis, IN"
Mt Sinai,NY,1,4,"Mt Sinai, NY"
Mt Vernon,IL,1,10,"Mt Vernon, IL"
Mt Vernon,WA,1,76,"Mt Vernon, WA"
Mt Wolf,PA,1,1,"Mt Wolf, PA"
Mt. Arlington,NJ,1,2,"Mt. Arlington, NJ"
Mt. Calm,TX,1,2,"Mt. Calm, TX"
Mt. Gilead,OH,1,8,"Mt. Gilead, OH"
Mt. Holly,NC,1,1,"Mt. Holly, NC"
Mt. Hope,WV,1,8,"Mt. Hope, WV"
Mt. Horeb,WI,1,4,"Mt. Horeb, WI"
Mt. Ida,AR,1,1,"Mt. Ida, AR"
Mt. Jackson,VA,1,8,"Mt. Jackson, VA"
Mt. Laurel,NJ,1,40,"Mt. Laurel, NJ"
Mt. Pleasant,IA,1,8,"Mt. Pleasant, IA"
Mt. Pleasant,TX,1,4,"Mt. Pleasant, TX"
Mt. Rainier,MD,1,3,"Mt. Rainier, MD"
Mt. Sterling,KY,1,4,"Mt. Sterling, KY"
Ogema,MN,1,2,"Ogema, MN"
Ohiopyle,PA,1,2,"Ohiopyle, PA"
Mineral Point,WI,1,2,"Mineral Point, WI"
Point Harbor,NC,1,1,"Point Harbor, NC"
Poncha Springs,CO,1,8,"Poncha Springs, CO"
Pompton Plains,NJ,1,4,"Pompton Plains, NJ"
Pompano,FL,1,4,"Pompano, FL"
Pomfret,CT,1,2,"Pomfret, CT"
Pomeroy,OH,1,1,"Pomeroy, OH"
Polo,IL,1,2,"Polo, IL"
Point Comfort,TX,1,4,"Point Comfort, TX"
Port Arthur,TX,1,1,"Port Arthur, TX"
Poinciana,FL,1,2,"Poinciana, FL"
Pocono Manor,PA,1,8,"Pocono Manor, PA"
Pocahontas,VA,1,1,"Pocahontas, VA"
Pocahontas,TN,1,2,"Pocahontas, TN"
Plymouth,NH,1,1,"Plymouth, NH"
Plymouth,NC,1,8,"Plymouth, NC"
Ponchatoula,LA,1,1,"Ponchatoula, LA"
Port Canaveral,FL,1,6,"Port Canaveral, FL"
Powder Springs,GA,1,2,"Powder Springs, GA"
Portola,CA,1,8,"Portola, CA"
Pottsboro,TX,1,6,"Pottsboro, TX"
Potter,NE,1,1,"Potter, NE"
Potosi,MO,1,2,"Potosi, MO"
Postville,IA,1,2,"Postville, IA"
Post,TX,1,8,"Post, TX"
Posen,MI,1,2,"Posen, MI"
Portland,CT,1,2,"Portland, CT"
Port Jervis,NY,1,4,"Port Jervis, NY"
Portersville (new Castle Area),PA,1,4,"Portersville (new Castle Area), PA"
Porter Ranch,CA,1,5,"Porter Ranch, CA"
Porter,TX,1,4,"Porter, TX"
Porter,OK,1,8,"Porter, OK"
Porter,IN,1,2,"Porter, IN"
Portage,WI,1,1,"Portage, WI"
Plum Branch,SC,1,2,"Plum Branch, SC"
Pleasant Ridge,MI,1,2,"Pleasant Ridge, MI"
Pleasant Plains,IL,1,2,"Pleasant Plains, IL"
Pine Grove,PA,1,4,"Pine Grove, PA"
Pinson,TN,1,2,"Pinson, TN"
Pineville,LA,1,2,"Pineville, LA"
Pinetop,AZ,1,3,"Pinetop, AZ"
Pinedale,WY,1,2,"Pinedale, WY"
Pine Ridge,SD,1,1,"Pine Ridge, SD"
Pine Knoll Shores,NC,1,2,"Pine Knoll Shores, NC"
Pine Castle,FL,1,6,"Pine Castle, FL"
Pleasant Hills,PA,1,1,"Pleasant Hills, PA"
Pine Bush,NY,1,6,"Pine Bush, NY"
Pine Bluffs,WY,1,1,"Pine Bluffs, WY"
Pine,CO,1,2,"Pine, CO"
Pinconning,MI,1,4,"Pinconning, MI"
Pinckney,MI,1,4,"Pinckney, MI"
Pilot Point,TX,1,2,"Pilot Point, TX"
Pitkin,CO,1,2,"Pitkin, CO"
Pittsburg,PA,1,6,"Pittsburg, PA"
Pittsburgh,CA,1,2,"Pittsburgh, CA"
Pittsfield,IL,1,2,"Pittsfield, IL"
Pittsfield Township,MI,1,2,"Pittsfield Township, MI"
Plainfield,CT,1,2,"Plainfield, CT"
Plainfield,NJ,1,6,"Plainfield, NJ"
Plainfield,VT,1,1,"Plainfield, VT"
Plains,GA,1,2,"Plains, GA"
Plains,PA,1,2,"Plains, PA"
Plains,TX,1,1,"Plains, TX"
Plainview,MN,1,2,"Plainview, MN"
Planfield,CT,1,2,"Planfield, CT"
Plaquemine,LA,1,3,"Plaquemine, LA"
Plattekill,NY,1,6,"Plattekill, NY"
Plattsmouth,NE,1,2,"Plattsmouth, NE"
Pleasant Hill,OR,1,6,"Pleasant Hill, OR"
Pound Ridge,NY,1,2,"Pound Ridge, NY"
Powderly,KY,1,1,"Powderly, KY"
Pikeville,TN,1,2,"Pikeville, TN"
Rawsonville,VT,1,1,"Rawsonville, VT"
Redby,MN,1,2,"Redby, MN"
Red River,NM,1,2,"Red River, NM"
Red Oak,TX,1,16,"Red Oak, TX"
Red Feather Lakes,CO,1,2,"Red Feather Lakes, CO"
Raymond,ME,1,1,"Raymond, ME"
Ray Brook,NY,1,2,"Ray Brook, NY"
Ravenel,SC,1,2,"Ravenel, SC"
Redington Shore,FL,1,2,"Redington Shore, FL"
Ravena,NY,1,8,"Ravena, NY"
Rapid Ciy,SD,1,4,"Rapid Ciy, SD"
Rapid City,MI,1,2,"Rapid City, MI"
Ransomville,NY,1,2,"Ransomville, NY"
Rankin,PA,1,4,"Rankin, PA"
Random Lake,WI,1,4,"Random Lake, WI"
Redford Charger Twp,MI,1,4,"Redford Charger Twp, MI"
Redington Shores,FL,1,7,"Redington Shores, FL"
Powell,ID,1,1,"Powell, ID"
Reynolds,GA,1,1,"Reynolds, GA"
Richland,NJ,1,2,"Richland, NJ"
Richland,MS,1,1,"Richland, MS"
Richland,MO,1,4,"Richland, MO"
Richfield,OH,1,4,"Richfield, OH"
Rich Square,NC,1,2,"Rich Square, NC"
Rice Lake,WI,1,2,"Rice Lake, WI"
Reva,VA,1,2,"Reva, VA"
Reedley,CA,1,1,"Reedley, CA"
Resaca,GA,1,4,"Resaca, GA"
Republic,WA,1,5,"Republic, WA"
Remington,IN,1,4,"Remington, IN"
Reedville,VA,1,1,"Reedville, VA"
Reedsville,PA,1,2,"Reedsville, PA"
Reedsburg,WI,1,3,"Reedsburg, WI"
Randallstown,MD,1,4,"Randallstown, MD"
Ranchos De Taos,NM,1,3,"Ranchos De Taos, NM"
Ramapo,NY,1,8,"Ramapo, NY"
Priceville,AL,1,4,"Priceville, AL"
Princeville,HI,1,4,"Princeville, HI"
Princeton,MA,1,2,"Princeton, MA"
Princeton,KY,1,2,"Princeton, KY"
Princeton,FL,1,1,"Princeton, FL"
Princess Anne,MD,1,2,"Princess Anne, MD"
Prince George,VA,1,1,"Prince George, VA"
Preston,CT,1,4,"Preston, CT"
Rainsville,AL,1,2,"Rainsville, AL"
Prentice,WI,1,2,"Prentice, WI"
Pratt,KS,1,1,"Pratt, KS"
Prather,CA,1,2,"Prather, CA"
Prairie Du Chien,WI,1,8,"Prairie Du Chien, WI"
Prairie City,OR,1,2,"Prairie City, OR"
Powells Point,NC,1,2,"Powells Point, NC"
Prospect,CT,1,2,"Prospect, CT"
Prospect,KY,1,2,"Prospect, KY"
Pukalani,HI,1,4,"Pukalani, HI"
Pulaski,TN,1,1,"Pulaski, TN"
Pulaski,VA,1,2,"Pulaski, VA"
Puposky,MN,1,4,"Puposky, MN"
Purcell,OK,1,8,"Purcell, OK"
Purcellville,VA,1,4,"Purcellville, VA"
Purling,NY,1,4,"Purling, NY"
Putney,VT,1,2,"Putney, VT"
Quanah,TX,1,8,"Quanah, TX"
Quechee,VT,1,1,"Quechee, VT"
Queens County,NY,1,10,"Queens County, NY"
Questa,NM,1,2,"Questa, NM"
Quinault,WA,1,2,"Quinault, WA"
Quincy,FL,1,2,"Quincy, FL"
Rainbow City,AL,1,2,"Rainbow City, AL"
Pilot Mountain,NC,1,2,"Pilot Mountain, NC"
Pikesville,MD,1,2,"Pikesville, MD"
Oil City,PA,1,2,"Oil City, PA"
Ovando,MT,1,1,"Ovando, MT"
Oxford,FL,1,8,"Oxford, FL"
Oxbow,OR,1,2,"Oxbow, OR"
Owls Head,ME,1,2,"Owls Head, ME"
Owings,MD,1,2,"Owings, MD"
Owigsburg,PA,1,2,"Owigsburg, PA"
Owens Cross Roads,AL,1,4,"Owens Cross Roads, AL"
Otsego,MI,1,2,"Otsego, MI"
Ozone Park,NY,1,1,"Ozone Park, NY"
Otis Orchards,WA,1,2,"Otis Orchards, WA"
Othello,WA,1,2,"Othello, WA"
Osterville,MA,1,4,"Osterville, MA"
Ossian,IN,1,1,"Ossian, IN"
Osseo,WI,1,4,"Osseo, WI"
Oskaloosa,IA,1,4,"Oskaloosa, IA"
Oxford,GA,1,2,"Oxford, GA"
Pacoima,CA,1,1,"Pacoima, CA"
Palouse,WA,1,1,"Palouse, WA"
Pall Mall,TN,1,2,"Pall Mall, TN"
Palos Heights,IL,1,2,"Palos Heights, IL"
Palo Cedro,CA,1,4,"Palo Cedro, CA"
Palmyra,VA,1,2,"Palmyra, VA"
Palmer,TN,1,2,"Palmer, TN"
Palm Springs,FL,1,4,"Palm Springs, FL"
Palm City,FL,1,2,"Palm City, FL"
Palenville,NY,1,2,"Palenville, NY"
Pahala,HI,1,1,"Pahala, HI"
Palacios,TX,1,2,"Palacios, TX"
Pala,CA,1,30,"Pala, CA"
Paintsville,KY,1,2,"Paintsville, KY"
Painesville,OH,1,2,"Painesville, OH"
Pahokee,FL,1,2,"Pahokee, FL"
Pahoa,HI,1,2,"Pahoa, HI"
Osceola,NE,1,1,"Osceola, NE"
Osceola,MO,1,6,"Osceola, MO"
Osceola,AR,1,3,"Osceola, AR"
Old Westbury,NY,1,3,"Old Westbury, NY"
Oneida,TN,1,2,"Oneida, TN"
Omak,WA,1,1,"Omak, WA"
Olney,IL,1,1,"Olney, IL"
Olivehurst,CA,1,1,"Olivehurst, CA"
Olive Hill,KY,1,2,"Olive Hill, KY"
Olga,WA,1,1,"Olga, WA"
Old Hickory,TN,1,1,"Old Hickory, TN"
Osage,IA,1,6,"Osage, IA"
Old Greenwich,CT,1,4,"Old Greenwich, CT"
Old Faithful,WY,1,2,"Old Faithful, WY"
Olanta,SC,1,2,"Olanta, SC"
Okmulgee,OK,1,8,"Okmulgee, OK"
Okatie,SC,1,2,"Okatie, SC"
Okanogan,WA,1,9,"Okanogan, WA"
Onondaga County,NY,1,4,"Onondaga County, NY"
Ontario,OH,1,2,"Ontario, OH"
Ontonagon,MI,1,4,"Ontonagon, MI"
Orange City,IA,1,1,"Orange City, IA"
Orange Lake,NY,1,1,"Orange Lake, NY"
Orange Park,FL,1,2,"Orange Park, FL"
Orangevale,CA,1,2,"Orangevale, CA"
Orchard,CO,1,2,"Orchard, CO"
Oregon,WI,1,2,"Oregon, WI"
Orkney Springs,VA,1,4,"Orkney Springs, VA"
Orland,FL,1,2,"Orland, FL"
Orleans,CA,1,2,"Orleans, CA"
Orleans,VT,1,1,"Orleans, VT"
Ormand Beach,FL,1,2,"Ormand Beach, FL"
Oronoco,MN,1,2,"Oronoco, MN"
Orosi,CA,1,4,"Orosi, CA"
Ortonville,MI,1,2,"Ortonville, MI"
Palos Hills,IL,1,2,"Palos Hills, IL"
Pampa,TX,1,2,"Pampa, TX"
Pike Road,AL,1,2,"Pike Road, AL"
Pentwater,MI,1,2,"Pentwater, MI"
Perryville,MD,1,2,"Perryville, MD"
Perryton,TX,1,1,"Perryton, TX"
Perry,UT,1,4,"Perry, UT"
Perry,OK,1,6,"Perry, OK"
Pequot Lakes,MN,1,2,"Pequot Lakes, MN"
Pepper Pike,OH,1,2,"Pepper Pike, OH"
Pennsville Township,NJ,1,2,"Pennsville Township, NJ"
Peru,VT,1,4,"Peru, VT"
Pennsville,NJ,1,16,"Pennsville, NJ"
Pennington Gap,VA,1,2,"Pennington Gap, VA"
Pennington,NJ,1,2,"Pennington, NJ"
Penn Valley,PA,1,4,"Penn Valley, PA"
Penn State Berks,PA,1,2,"Penn State Berks, PA"
Peninsula,OH,1,2,"Peninsula, OH"
Perryville,MO,1,6,"Perryville, MO"
Peterburg,FL,1,6,"Peterburg, FL"
Panguitch,UT,1,6,"Panguitch, UT"
Phillips,ME,1,1,"Phillips, ME"
Pigeon,MI,1,1,"Pigeon, MI"
Piedmont,OK,1,4,"Piedmont, OK"
Picayune,MS,1,4,"Picayune, MS"
Phoenix,MD,1,6,"Phoenix, MD"
Phippsburg,ME,1,1,"Phippsburg, ME"
Philmont,NY,1,2,"Philmont, NY"
Philipstown,NY,1,4,"Philipstown, NY"
Petersburg,FL,1,4,"Petersburg, FL"
Philipsburg,PA,1,2,"Philipsburg, PA"
Philipsburg,MT,1,2,"Philipsburg, MT"
Peñasco,NM,1,2,"Peñasco, NM"
Peyton,CO,1,3,"Peyton, CO"
Pewaukee,WI,1,4,"Pewaukee, WI"
Petrified Forest National Park,AZ,1,2,"Petrified Forest National Park, AZ"
Pendleton,SC,1,1,"Pendleton, SC"
Pendleton,KY,1,4,"Pendleton, KY"
Pendergrass,GA,1,4,"Pendergrass, GA"
Parker,FL,1,2,"Parker, FL"
Pascagoule,MS,1,4,"Pascagoule, MS"
Pasadena,MD,1,4,"Pasadena, MD"
Parshall,CO,1,6,"Parshall, CO"
Parma Heights,OH,1,2,"Parma Heights, OH"
Parma,MI,1,2,"Parma, MI"
Parkland,FL,1,2,"Parkland, FL"
Park Hills,MO,1,2,"Park Hills, MO"
Penasco,NM,1,2,"Penasco, NM"
Park Forest,IL,1,2,"Park Forest, IL"
Paris,KY,1,3,"Paris, KY"
Paradise,PA,1,2,"Paradise, PA"
Paoli,PA,1,2,"Paoli, PA"
Paoli,OK,1,14,"Paoli, OK"
Panton,VT,1,2,"Panton, VT"
Patterson,NY,1,6,"Patterson, NY"
Pattersonville,NY,1,4,"Pattersonville, NY"
Patton,PA,1,2,"Patton, PA"
Paulsboro,NJ,1,8,"Paulsboro, NJ"
Pawling,NY,1,2,"Pawling, NY"
Paynesville,MN,1,2,"Paynesville, MN"
Peacham,VT,1,2,"Peacham, VT"
Pearisburg,VA,1,2,"Pearisburg, VA"
Pearl River,LA,1,8,"Pearl River, LA"
Peckville,PA,1,1,"Peckville, PA"
Pecos,NM,1,2,"Pecos, NM"
Peculiar,MO,1,4,"Peculiar, MO"
Pelham Bay,NY,1,4,"Pelham Bay, NY"
Pella,IA,1,1,"Pella, IA"
Pembroke,MA,1,4,"Pembroke, MA"
Pembroke,NY,1,4,"Pembroke, NY"
Pembroke Park,FL,1,16,"Pembroke Park, FL"
Mineral Wells,TX,1,1,"Mineral Wells, TX"
Mineral City,OH,1,1,"Mineral City, OH"
Harrodsburg,KY,1,2,"Harrodsburg, KY"
Jeffersonville,OH,1,4,"Jeffersonville, OH"
Jonesborough,TN,1,2,"Jonesborough, TN"
Jones Mills,PA,1,2,"Jones Mills, PA"
Jerseyville,IL,1,3,"Jerseyville, IL"
Jericho,VT,1,2,"Jericho, VT"
Jennings,FL,1,4,"Jennings, FL"
Jellico,TN,1,2,"Jellico, TN"
Jeffersonville,NY,1,1,"Jeffersonville, NY"
Jordan,NY,1,2,"Jordan, NY"
Jefferson City,TN,1,2,"Jefferson City, TN"
Jefferson,WV,1,2,"Jefferson, WV"
Jefferson,GA,1,1,"Jefferson, GA"
Jasper,TX,1,2,"Jasper, TX"
Jasper,AL,1,2,"Jasper, AL"
Jarrell,TX,1,8,"Jarrell, TX"
Joppa,MD,1,2,"Joppa, MD"
Jordan Valley,OR,1,8,"Jordan Valley, OR"
Kealakekua,HI,1,2,"Kealakekua, HI"
Kapa'a,HI,1,3,"Kapa'a, HI"
Kayenta,AZ,1,8,"Kayenta, AZ"
Kauneonga Lake,NY,1,2,"Kauneonga Lake, NY"
Kaunakakai,HI,1,2,"Kaunakakai, HI"
Kaufman,TX,1,2,"Kaufman, TX"
Kasson,MN,1,2,"Kasson, MN"
Karnes City,TX,1,5,"Karnes City, TX"
Kamiah,ID,1,1,"Kamiah, ID"
Joseph,OR,1,2,"Joseph, OR"
Kalaoa,HI,1,4,"Kalaoa, HI"
Kalama,WA,1,4,"Kalama, WA"
Kailua- Kona,HI,1,4,"Kailua- Kona, HI"
Kailua Kona,HI,1,1,"Kailua Kona, HI"
Kahuku,HI,1,6,"Kahuku, HI"
Juno Bech,FL,1,2,"Juno Bech, FL"
Jamul,CA,1,8,"Jamul, CA"
Jamison,PA,1,2,"Jamison, PA"
Jamestown,TN,1,2,"Jamestown, TN"
Ione,OR,1,2,"Ione, OR"
Irvington,VA,1,3,"Irvington, VA"
Ironwood,MI,1,2,"Ironwood, MI"
Ironton,OH,1,1,"Ironton, OH"
Iron River,MI,1,1,"Iron River, MI"
Iron Mountain,MI,1,1,"Iron Mountain, MI"
